year_month,month_of_release,passenger_type,direction,sex,age,estimate
2001-03,2020-09,Long-term migrant,Departures,Male,25-29 years,821
2001-03,2020-09,Long-term migrant,Departures,Female,30-34 years,442
2001-03,2020-09,Long-term migrant,Departures,Male,30-34 years,510
2001-03,2020-09,Long-term migrant,Departures,Female,35-39 years,271
2001-03,2020-09,Long-term migrant,Departures,Male,35-39 years,365
2001-03,2020-09,Long-term migrant,Departures,Female,40-44 years,231
2001-03,2020-09,Long-term migrant,Departures,Male,40-44 years,273
2001-03,2020-09,Long-term migrant,Departures,Female,45-49 years,167
2001-03,2020-09,Long-term migrant,Departures,Male,45-49 years,202
2001-03,2020-09,Long-term migrant,Departures,Female,5-9 years,185
2001-03,2020-09,Long-term migrant,Departures,Male,5-9 years,179
2001-03,2020-09,Long-term migrant,Departures,Female,50-54 years,188
2001-03,2020-09,Long-term migrant,Departures,Male,50-54 years,181
2001-03,2020-09,Long-term migrant,Departures,Female,55-59 years,116
2001-03,2020-09,Long-term migrant,Departures,Male,55-59 years,132
2001-03,2020-09,Long-term migrant,Departures,Female,60-64 years,77
2001-03,2020-09,Long-term migrant,Departures,Male,60-64 years,86
2001-03,2020-09,Long-term migrant,Departures,Female,65-69 years,64
2001-03,2020-09,Long-term migrant,Departures,Male,65-69 years,70
2001-03,2020-09,Long-term migrant,Departures,Female,70-74 years,38
2001-03,2020-09,Long-term migrant,Departures,Male,70-74 years,31
2001-03,2020-09,Long-term migrant,Departures,Female,75-79 years,18
2001-03,2020-09,Long-term migrant,Departures,Male,75-79 years,20
2001-03,2020-09,Long-term migrant,Departures,Female,80-84 years,12
2001-03,2020-09,Long-term migrant,Departures,Male,80-84 years,7
2001-03,2020-09,Long-term migrant,Departures,Female,85-89 years,7
2001-03,2020-09,Long-term migrant,Departures,Male,85-89 years,2
2001-03,2020-09,Long-term migrant,Departures,Female,90+ years,3
2001-03,2020-09,Long-term migrant,Net,Female,0-4 years,-54
2001-03,2020-09,Long-term migrant,Net,Male,0-4 years,-73
2001-03,2020-09,Long-term migrant,Net,Female,10-14 years,106
2001-03,2020-09,Long-term migrant,Net,Male,10-14 years,104
2001-03,2020-09,Long-term migrant,Net,Female,15-19 years,283
2001-03,2020-09,Long-term migrant,Net,Male,15-19 years,324
2001-03,2020-09,Long-term migrant,Net,Female,20-24 years,-223
2001-03,2020-09,Long-term migrant,Net,Male,20-24 years,-212
2001-03,2020-09,Long-term migrant,Net,Female,25-29 years,-166
2001-03,2020-09,Long-term migrant,Net,Male,25-29 years,-200
2001-03,2020-09,Long-term migrant,Net,Female,30-34 years,7
2001-03,2020-09,Long-term migrant,Net,Male,30-34 years,-74
2001-03,2020-09,Long-term migrant,Net,Female,35-39 years,57
2001-03,2020-09,Long-term migrant,Net,Male,35-39 years,-44
2001-03,2020-09,Long-term migrant,Net,Female,40-44 years,-29
2001-03,2020-09,Long-term migrant,Net,Male,40-44 years,12
2001-03,2020-09,Long-term migrant,Net,Female,45-49 years,-27
2001-03,2020-09,Long-term migrant,Net,Male,45-49 years,-35
2001-03,2020-09,Long-term migrant,Net,Female,5-9 years,29
2001-03,2020-09,Long-term migrant,Net,Male,5-9 years,47
2001-03,2020-09,Long-term migrant,Net,Female,50-54 years,-57
2001-03,2020-09,Long-term migrant,Net,Male,50-54 years,-47
2001-03,2020-09,Long-term migrant,Net,Female,55-59 years,-8
2001-03,2020-09,Long-term migrant,Net,Male,55-59 years,-24
2001-03,2020-09,Long-term migrant,Net,Female,60-64 years,22
2001-03,2020-09,Long-term migrant,Net,Male,60-64 years,-4
2001-03,2020-09,Long-term migrant,Net,Female,65-69 years,3
2001-03,2020-09,Long-term migrant,Net,Male,65-69 years,-3
2001-03,2020-09,Long-term migrant,Net,Female,70-74 years,8
2001-03,2020-09,Long-term migrant,Net,Male,70-74 years,12
2001-03,2020-09,Long-term migrant,Net,Female,75-79 years,5
2001-03,2020-09,Long-term migrant,Net,Male,75-79 years,-1
2001-03,2020-09,Long-term migrant,Net,Female,80-84 years,3
2001-03,2020-09,Long-term migrant,Net,Male,80-84 years,1
2001-03,2020-09,Long-term migrant,Net,Female,85-89 years,2
2001-03,2020-09,Long-term migrant,Net,Female,90+ years,4
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,476
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,461
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,966
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1059
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1172
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,885
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,649
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,487
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,307
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,440
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,265
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,216
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,181
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,134
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,89
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,42
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,23
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,11
2001-03,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,603
2001-03,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,251
2001-03,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,359
2001-03,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1494
2001-03,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1538
2001-03,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,952
2001-03,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,636
2001-03,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,504
2001-03,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,369
2001-03,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,364
2001-03,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,369
2001-03,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,248
2001-03,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,163
2001-03,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,134
2001-03,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,69
2001-03,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,38
2001-03,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,19
2001-03,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,9
2001-03,2020-09,Long-term migrant,Net,TOTAL,0-4 years,-127
2001-03,2020-09,Long-term migrant,Net,TOTAL,10-14 years,210
2001-03,2020-09,Long-term migrant,Net,TOTAL,15-19 years,607
2001-03,2020-09,Long-term migrant,Net,TOTAL,20-24 years,-435
2001-03,2020-09,Long-term migrant,Net,TOTAL,25-29 years,-366
2001-03,2020-09,Long-term migrant,Net,TOTAL,30-34 years,-67
2001-03,2020-09,Long-term migrant,Net,TOTAL,35-39 years,13
2001-03,2020-09,Long-term migrant,Net,TOTAL,40-44 years,-17
2001-03,2020-09,Long-term migrant,Net,TOTAL,45-49 years,-62
2001-03,2020-09,Long-term migrant,Net,TOTAL,5-9 years,76
2001-03,2020-09,Long-term migrant,Net,TOTAL,50-54 years,-104
2001-03,2020-09,Long-term migrant,Net,TOTAL,55-59 years,-32
2001-03,2020-09,Long-term migrant,Net,TOTAL,60-64 years,18
2001-03,2020-09,Long-term migrant,Net,TOTAL,65-69 years,0
2001-03,2020-09,Long-term migrant,Net,TOTAL,70-74 years,20
2001-03,2020-09,Long-term migrant,Net,TOTAL,75-79 years,4
2001-03,2020-09,Long-term migrant,Net,TOTAL,80-84 years,4
2001-03,2020-09,Long-term migrant,Net,TOTAL,85-89 years,2
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,7
2001-03,2020-09,Long-term migrant,Departures,TOTAL,90+ years,3
2001-03,2020-09,Long-term migrant,Net,TOTAL,90+ years,4
2001-03,2020-09,Long-term migrant,Arrivals,Female,TOTAL,3849
2001-03,2020-09,Long-term migrant,Arrivals,Male,TOTAL,4021
2001-03,2020-09,Long-term migrant,Departures,Female,TOTAL,3884
2001-03,2020-09,Long-term migrant,Departures,Male,TOTAL,4238
2001-03,2020-09,Long-term migrant,Net,Female,TOTAL,-35
2001-03,2020-09,Long-term migrant,Net,Male,TOTAL,-217
2001-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,7870
2001-03,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,8122
2001-03,2020-09,Long-term migrant,Net,TOTAL,TOTAL,-252
2001-04,2020-09,Long-term migrant,Arrivals,Female,0-4 years,233
2001-04,2020-09,Long-term migrant,Arrivals,Male,0-4 years,244
2001-04,2020-09,Long-term migrant,Arrivals,Female,10-14 years,264
2001-04,2020-09,Long-term migrant,Arrivals,Male,10-14 years,312
2001-04,2020-09,Long-term migrant,Arrivals,Female,15-19 years,553
2001-04,2020-09,Long-term migrant,Arrivals,Male,15-19 years,579
2001-04,2020-09,Long-term migrant,Arrivals,Female,20-24 years,441
2001-04,2020-09,Long-term migrant,Arrivals,Male,20-24 years,459
2001-04,2020-09,Long-term migrant,Arrivals,Female,25-29 years,534
2001-04,2020-09,Long-term migrant,Arrivals,Male,25-29 years,461
2001-04,2020-09,Long-term migrant,Arrivals,Female,30-34 years,387
2001-04,2020-09,Long-term migrant,Arrivals,Male,30-34 years,453
2001-04,2020-09,Long-term migrant,Arrivals,Female,35-39 years,316
2001-04,2020-09,Long-term migrant,Arrivals,Male,35-39 years,340
2001-04,2020-09,Long-term migrant,Arrivals,Female,40-44 years,245
2001-04,2020-09,Long-term migrant,Arrivals,Male,40-44 years,237
2001-04,2020-09,Long-term migrant,Arrivals,Female,45-49 years,148
2001-04,2020-09,Long-term migrant,Arrivals,Male,45-49 years,180
2001-04,2020-09,Long-term migrant,Arrivals,Female,5-9 years,238
2001-04,2020-09,Long-term migrant,Arrivals,Male,5-9 years,242
2001-04,2020-09,Long-term migrant,Arrivals,Female,50-54 years,106
2001-04,2020-09,Long-term migrant,Arrivals,Male,50-54 years,136
2001-04,2020-09,Long-term migrant,Arrivals,Female,55-59 years,92
2001-04,2020-09,Long-term migrant,Arrivals,Male,55-59 years,95
2001-04,2020-09,Long-term migrant,Arrivals,Female,60-64 years,79
2001-04,2020-09,Long-term migrant,Arrivals,Male,60-64 years,77
2001-04,2020-09,Long-term migrant,Arrivals,Female,65-69 years,51
2001-04,2020-09,Long-term migrant,Arrivals,Male,65-69 years,50
2001-04,2020-09,Long-term migrant,Arrivals,Female,70-74 years,28
2001-04,2020-09,Long-term migrant,Arrivals,Male,70-74 years,27
2001-04,2020-09,Long-term migrant,Arrivals,Female,75-79 years,21
2001-04,2020-09,Long-term migrant,Arrivals,Male,75-79 years,19
2001-04,2020-09,Long-term migrant,Arrivals,Female,80-84 years,6
2001-04,2020-09,Long-term migrant,Arrivals,Male,80-84 years,5
2001-04,2020-09,Long-term migrant,Arrivals,Female,85-89 years,3
2001-04,2020-09,Long-term migrant,Arrivals,Male,85-89 years,2
2001-04,2020-09,Long-term migrant,Arrivals,Female,90+ years,2
2001-04,2020-09,Long-term migrant,Arrivals,Male,90+ years,1
2001-04,2020-09,Long-term migrant,Departures,Female,0-4 years,260
2001-04,2020-09,Long-term migrant,Departures,Male,0-4 years,288
2001-04,2020-09,Long-term migrant,Departures,Female,10-14 years,148
2001-04,2020-09,Long-term migrant,Departures,Male,10-14 years,167
2001-04,2020-09,Long-term migrant,Departures,Female,15-19 years,149
2001-04,2020-09,Long-term migrant,Departures,Male,15-19 years,153
2001-04,2020-09,Long-term migrant,Departures,Female,20-24 years,607
2001-04,2020-09,Long-term migrant,Departures,Male,20-24 years,573
2001-04,2020-09,Long-term migrant,Departures,Female,25-29 years,666
2001-04,2020-09,Long-term migrant,Departures,Male,25-29 years,702
2001-04,2020-09,Long-term migrant,Departures,Female,30-34 years,436
2001-04,2020-09,Long-term migrant,Departures,Male,30-34 years,415
2001-04,2020-09,Long-term migrant,Departures,Female,35-39 years,282
2001-04,2020-09,Long-term migrant,Departures,Male,35-39 years,315
2001-04,2020-09,Long-term migrant,Departures,Female,40-44 years,226
2001-04,2020-09,Long-term migrant,Departures,Male,40-44 years,249
2001-04,2020-09,Long-term migrant,Departures,Female,45-49 years,141
2001-04,2020-09,Long-term migrant,Departures,Male,45-49 years,181
2001-04,2020-09,Long-term migrant,Departures,Female,5-9 years,185
2001-04,2020-09,Long-term migrant,Departures,Male,5-9 years,190
2001-04,2020-09,Long-term migrant,Departures,Female,50-54 years,158
2001-04,2020-09,Long-term migrant,Departures,Male,50-54 years,159
2001-04,2020-09,Long-term migrant,Departures,Female,55-59 years,88
2001-04,2020-09,Long-term migrant,Departures,Male,55-59 years,103
2001-04,2020-09,Long-term migrant,Departures,Female,60-64 years,74
2001-04,2020-09,Long-term migrant,Departures,Male,60-64 years,73
2001-04,2020-09,Long-term migrant,Departures,Female,65-69 years,41
2001-04,2020-09,Long-term migrant,Departures,Male,65-69 years,36
2001-04,2020-09,Long-term migrant,Departures,Female,70-74 years,29
2001-04,2020-09,Long-term migrant,Departures,Male,70-74 years,28
2001-04,2020-09,Long-term migrant,Departures,Female,75-79 years,19
2001-04,2020-09,Long-term migrant,Departures,Male,75-79 years,21
2001-04,2020-09,Long-term migrant,Departures,Female,80-84 years,6
2001-04,2020-09,Long-term migrant,Departures,Male,80-84 years,4
2001-04,2020-09,Long-term migrant,Departures,Female,85-89 years,1
2001-04,2020-09,Long-term migrant,Departures,Male,85-89 years,3
2001-04,2020-09,Long-term migrant,Departures,Female,90+ years,2
2001-04,2020-09,Long-term migrant,Net,Female,0-4 years,-27
2001-04,2020-09,Long-term migrant,Net,Male,0-4 years,-44
2001-04,2020-09,Long-term migrant,Net,Female,10-14 years,116
2001-04,2020-09,Long-term migrant,Net,Male,10-14 years,145
2001-04,2020-09,Long-term migrant,Net,Female,15-19 years,404
2001-04,2020-09,Long-term migrant,Net,Male,15-19 years,426
2001-04,2020-09,Long-term migrant,Net,Female,20-24 years,-166
2001-04,2020-09,Long-term migrant,Net,Male,20-24 years,-114
2001-04,2020-09,Long-term migrant,Net,Female,25-29 years,-132
2001-04,2020-09,Long-term migrant,Net,Male,25-29 years,-241
2001-04,2020-09,Long-term migrant,Net,Female,30-34 years,-49
2001-04,2020-09,Long-term migrant,Net,Male,30-34 years,38
2001-04,2020-09,Long-term migrant,Net,Female,35-39 years,34
2001-04,2020-09,Long-term migrant,Net,Male,35-39 years,25
2001-04,2020-09,Long-term migrant,Net,Female,40-44 years,19
2001-04,2020-09,Long-term migrant,Net,Male,40-44 years,-12
2001-04,2020-09,Long-term migrant,Net,Female,45-49 years,7
2001-04,2020-09,Long-term migrant,Net,Male,45-49 years,-1
2001-04,2020-09,Long-term migrant,Net,Female,5-9 years,53
2001-04,2020-09,Long-term migrant,Net,Male,5-9 years,52
2001-04,2020-09,Long-term migrant,Net,Female,50-54 years,-52
2001-04,2020-09,Long-term migrant,Net,Male,50-54 years,-23
2001-04,2020-09,Long-term migrant,Net,Female,55-59 years,4
2001-04,2020-09,Long-term migrant,Net,Male,55-59 years,-8
2001-04,2020-09,Long-term migrant,Net,Female,60-64 years,5
2001-04,2020-09,Long-term migrant,Net,Male,60-64 years,4
2001-04,2020-09,Long-term migrant,Net,Female,65-69 years,10
2001-04,2020-09,Long-term migrant,Net,Male,65-69 years,14
2001-04,2020-09,Long-term migrant,Net,Female,70-74 years,-1
2001-04,2020-09,Long-term migrant,Net,Male,70-74 years,-1
2001-04,2020-09,Long-term migrant,Net,Female,75-79 years,2
2001-04,2020-09,Long-term migrant,Net,Male,75-79 years,-2
2001-04,2020-09,Long-term migrant,Net,Male,80-84 years,1
2001-04,2020-09,Long-term migrant,Net,Female,85-89 years,2
2001-04,2020-09,Long-term migrant,Net,Male,85-89 years,-1
2001-04,2020-09,Long-term migrant,Net,Male,90+ years,1
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,477
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,576
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,1132
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,900
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,995
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,840
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,656
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,482
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,328
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,480
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,242
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,187
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,156
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,101
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,55
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,40
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,11
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,5
2001-04,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,548
2001-04,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,315
2001-04,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,302
2001-04,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1180
2001-04,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1368
2001-04,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,851
2001-04,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,597
2001-04,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,475
2001-04,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,322
2001-04,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,375
2001-04,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,317
2001-04,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,191
2001-04,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,147
2001-04,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,77
2001-04,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,57
2001-04,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,40
2001-04,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,10
2001-04,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,4
2001-04,2020-09,Long-term migrant,Net,TOTAL,0-4 years,-71
2001-04,2020-09,Long-term migrant,Net,TOTAL,10-14 years,261
2001-04,2020-09,Long-term migrant,Net,TOTAL,15-19 years,830
2001-04,2020-09,Long-term migrant,Net,TOTAL,20-24 years,-280
2001-04,2020-09,Long-term migrant,Net,TOTAL,25-29 years,-373
2001-04,2020-09,Long-term migrant,Net,TOTAL,30-34 years,-11
2001-04,2020-09,Long-term migrant,Net,TOTAL,35-39 years,59
2001-04,2020-09,Long-term migrant,Net,TOTAL,40-44 years,7
2001-04,2020-09,Long-term migrant,Net,TOTAL,45-49 years,6
2001-04,2020-09,Long-term migrant,Net,TOTAL,5-9 years,105
2001-04,2020-09,Long-term migrant,Net,TOTAL,50-54 years,-75
2001-04,2020-09,Long-term migrant,Net,TOTAL,55-59 years,-4
2001-04,2020-09,Long-term migrant,Net,TOTAL,60-64 years,9
2001-04,2020-09,Long-term migrant,Net,TOTAL,65-69 years,24
2001-04,2020-09,Long-term migrant,Net,TOTAL,70-74 years,-2
2001-04,2020-09,Long-term migrant,Net,TOTAL,75-79 years,0
2001-04,2020-09,Long-term migrant,Net,TOTAL,80-84 years,1
2001-04,2020-09,Long-term migrant,Net,TOTAL,85-89 years,1
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,3
2001-04,2020-09,Long-term migrant,Departures,TOTAL,90+ years,2
2001-04,2020-09,Long-term migrant,Net,TOTAL,90+ years,1
2001-04,2020-09,Long-term migrant,Arrivals,Female,TOTAL,3747
2001-04,2020-09,Long-term migrant,Arrivals,Male,TOTAL,3919
2001-04,2020-09,Long-term migrant,Departures,Female,TOTAL,3518
2001-04,2020-09,Long-term migrant,Departures,Male,TOTAL,3660
2001-04,2020-09,Long-term migrant,Net,Female,TOTAL,229
2001-04,2020-09,Long-term migrant,Net,Male,TOTAL,259
2001-04,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,7666
2001-04,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,7178
2001-04,2020-09,Long-term migrant,Net,TOTAL,TOTAL,488
2001-05,2020-09,Long-term migrant,Arrivals,Female,0-4 years,206
2001-05,2020-09,Long-term migrant,Arrivals,Male,0-4 years,216
2001-05,2020-09,Long-term migrant,Arrivals,Female,10-14 years,198
2001-05,2020-09,Long-term migrant,Arrivals,Male,10-14 years,210
